"sales_id","tanggal","hari","bulan","tahun","kuartal","product_name","category","customer_name","payment_method","quantity","unit_price","total_price","review_rating"
"1607","2023-07-07","7","7","2023","3","Monitor","Electronics","Customer C1467","Gift Card","7",NULL,"3118.29","1"
"1650","2024-02-12","12","2","2024","1","Monitor","Electronics","Customer C4566","Gift Card","6",NULL,"3643.38","3"
"1676","2023-04-04","4","4","2023","2","Monitor","Electronics","Customer C5439","Gift Card","5",NULL,"73.35","3"
"1729","2025-06-29","29","6","2025","2","Monitor","Electronics","Customer C2179","Gift Card","7",NULL,"3594.57","1"
"1758","2023-11-27","27","11","2023","4","Monitor","Electronics","Customer C9008","Gift Card","4",NULL,"213.48","4"
"18","2024-12-01","1","12","2024","4","Monitor","Electronics","Customer C1067","Debit Card","5",NULL,"3002.55","4"
"83","2025-05-24","24","5","2025","2","Monitor","Electronics","Customer C1241","Debit Card","1",NULL,"362.07","4"
"114","2023-09-25","25","9","2023","3","Monitor","Electronics","Customer C3265","Debit Card","1",NULL,"661.06","4"
"126","2023-10-23","23","10","2023","4","Monitor","Electronics","Customer C6599","Debit Card","4",NULL,"2280.48","5"
"148","2025-01-19","19","1","2025","1","Monitor","Electronics","Customer C1772","Debit Card","7",NULL,"3117.59","5"
"200","2024-08-18","18","8","2024","3","Monitor","Electronics","Customer C3180","Debit Card","8",NULL,"1663.52","5"
"217","2025-03-15","15","3","2025","1","Monitor","Electronics","Customer C4512","Debit Card","3",NULL,"1284.27","3"
"230","2025-04-16","16","4","2025","2","Monitor","Electronics","Customer C8220","Debit Card","5",NULL,"2537.65","3"
"266","2025-02-15","15","2","2025","1","Monitor","Electronics","Customer C7438","Debit Card","4",NULL,"446.08","2"
"279","2025-06-24","24","6","2025","2","Monitor","Electronics","Customer C6753","Debit Card","2",NULL,"660.00","2"
"284","2023-10-22","22","10","2023","4","Monitor","Electronics","Customer C1166","Debit Card","8",NULL,"1673.28","3"
"334","2023-06-26","26","6","2023","2","Monitor","Electronics","Customer C6070","Debit Card","4",NULL,"2803.64","5"
"404","2023-07-14","14","7","2023","3","Monitor","Electronics","Customer C3487","Debit Card","1",NULL,"745.08","5"
"415","2024-05-16","16","5","2024","2","Monitor","Electronics","Customer C3925","Debit Card","5",NULL,"1517.50","2"
"422","2023-10-19","19","10","2023","4","Monitor","Electronics","Customer C8563","Debit Card","6",NULL,"1425.66","1"
"423","2023-03-14","14","3","2023","1","Monitor","Electronics","Customer C3492","Debit Card","5",NULL,"2594.70","3"
"472","2023-10-27","27","10","2023","4","Monitor","Electronics","Customer C7799","Debit Card","5",NULL,"1591.65","2"
"500","2025-04-13","13","4","2025","2","Monitor","Electronics","Customer C2401","Debit Card","5",NULL,"1034.00","4"
"634","2024-06-24","24","6","2024","2","Monitor","Electronics","Customer C6215","Debit Card","3",NULL,"1242.33","3"
"638","2023-12-10","10","12","2023","4","Monitor","Electronics","Customer C4705","Debit Card","8",NULL,"2383.52","4"
"669","2024-02-13","13","2","2024","1","Monitor","Electronics","Customer C6341","Debit Card","6",NULL,"1772.04","3"
"825","2023-12-25","25","12","2023","4","Monitor","Electronics","Customer C4226","Debit Card","4",NULL,"1889.40","3"
"850","2024-12-18","18","12","2024","4","Monitor","Electronics","Customer C4737","Debit Card","8",NULL,"6144.72","1"
"898","2023-08-12","12","8","2023","3","Monitor","Electronics","Customer C9822","Debit Card","5",NULL,"2485.60","5"
"958","2023-05-20","20","5","2023","2","Monitor","Electronics","Customer C6992","Debit Card","3",NULL,"190.29","2"
"966","2023-02-25","25","2","2023","1","Monitor","Electronics","Customer C4399","Debit Card","1",NULL,"234.79","5"
"971","2025-01-03","3","1","2025","1","Monitor","Electronics","Customer C2462","Debit Card","7",NULL,"2683.52","4"
"991","2023-12-02","2","12","2023","4","Monitor","Electronics","Customer C1688","Debit Card","7",NULL,"3667.09","5"
"1078","2023-01-27","27","1","2023","1","Monitor","Electronics","Customer C9814","Debit Card","8",NULL,"5495.52","1"
"1124","2025-02-28","28","2","2025","1","Monitor","Electronics","Customer C3516","Debit Card","5",NULL,"3603.55","1"
"1151","2024-02-20","20","2","2024","1","Monitor","Electronics","Customer C3979","Debit Card","5",NULL,"3455.85","4"
"1182","2023-08-24","24","8","2023","3","Monitor","Electronics","Customer C2984","Debit Card","2",NULL,"1542.26","2"
"1256","2024-04-12","12","4","2024","2","Monitor","Electronics","Customer C2130","Debit Card","3",NULL,"1332.81","2"
"1295","2023-09-19","19","9","2023","3","Monitor","Electronics","Customer C7537","Debit Card","6",NULL,"2004.90","4"
"1300","2023-10-10","10","10","2023","4","Monitor","Electronics","Customer C7629","Debit Card","4",NULL,"543.08","3"
"1328","2023-12-18","18","12","2023","4","Monitor","Electronics","Customer C1314","Debit Card","8",NULL,"3352.32","3"
"1386","2023-12-01","1","12","2023","4","Monitor","Electronics","Customer C8668","Debit Card","2",NULL,"173.70","1"
"1435","2023-04-29","29","4","2023","2","Monitor","Electronics","Customer C8033","Debit Card","7",NULL,"5540.08","1"
"1448","2025-04-07","7","4","2025","2","Monitor","Electronics","Customer C6653","Debit Card","6",NULL,"277.32","1"
"1530","2025-05-14","14","5","2025","2","Monitor","Electronics","Customer C3054","Debit Card","4",NULL,"1085.80","4"
"1546","2023-05-07","7","5","2023","2","Monitor","Electronics","Customer C7533","Debit Card","6",NULL,"426.30","4"
"1670","2023-06-12","12","6","2023","2","Monitor","Electronics","Customer C9528","Debit Card","4",NULL,"309.76","2"
"1727","2023-07-05","5","7","2023","3","Monitor","Electronics","Customer C8164","Debit Card","4",NULL,"2245.52","1"
"1737","2024-04-21","21","4","2024","2","Monitor","Electronics","Customer C3370","Debit Card","7",NULL,"5139.12","1"
"1753","2024-03-22","22","3","2024","1","Monitor","Electronics","Customer C8651","Debit Card","5",NULL,"272.25","4"
"1772","2024-12-07","7","12","2024","4","Monitor","Electronics","Customer C9893","Debit Card","4",NULL,"328.64","4"
"1775","2023-09-14","14","9","2023","3","Monitor","Electronics","Customer C8457","Debit Card","1",NULL,"317.56","5"
"1797","2023-02-06","6","2","2023","1","Monitor","Electronics","Customer C8831","Debit Card","4",NULL,"1292.12","2"
"5","2023-04-03","3","4","2023","2","Monitor","Electronics","Customer C4847","Credit Card","4",NULL,"1808.24","2"
"30","2024-09-13","13","9","2024","3","Monitor","Electronics","Customer C7793","Credit Card","2",NULL,"1512.90","2"
"35","2023-10-29","29","10","2023","4","Monitor","Electronics","Customer C5254","Credit Card","1",NULL,"45.88","4"
"40","2024-02-01","1","2","2024","1","Monitor","Electronics","Customer C9078","Credit Card","4",NULL,"1771.64","5"
"47","2024-08-10","10","8","2024","3","Monitor","Electronics","Customer C5151","Credit Card","8",NULL,"1315.60","2"
"73","2025-03-02","2","3","2025","1","Monitor","Electronics","Customer C9618","Credit Card","5",NULL,"3900.15","2"
"107","2023-11-21","21","11","2023","4","Monitor","Electronics","Customer C8205","Credit Card","3",NULL,"754.68","2"
"136","2023-04-16","16","4","2023","2","Monitor","Electronics","Customer C2847","Credit Card","5",NULL,"3265.05","3"
"160","2023-06-04","4","6","2023","2","Monitor","Electronics","Customer C2985","Credit Card","7",NULL,"5497.03","4"
"210","2025-03-05","5","3","2025","1","Monitor","Electronics","Customer C5728","Credit Card","8",NULL,"2364.88","5"
"374","2023-08-24","24","8","2023","3","Monitor","Electronics","Customer C1706","Credit Card","8",NULL,"906.48","5"
"402","2024-05-23","23","5","2024","2","Monitor","Electronics","Customer C5971","Credit Card","7",NULL,"3368.75","1"
"425","2023-07-29","29","7","2023","3","Monitor","Electronics","Customer C3316","Credit Card","7",NULL,"4782.82","1"
"426","2024-04-27","27","4","2024","2","Monitor","Electronics","Customer C9986","Credit Card","4",NULL,"2737.64","1"
"435","2025-03-03","3","3","2025","1","Monitor","Electronics","Customer C7989","Credit Card","2",NULL,"1248.66","3"
"477","2024-07-19","19","7","2024","3","Monitor","Electronics","Customer C7999","Credit Card","5",NULL,"1606.65","2"
"485","2025-05-09","9","5","2025","2","Monitor","Electronics","Customer C6278","Credit Card","4",NULL,"2833.80","3"
"582","2024-06-08","8","6","2024","2","Monitor","Electronics","Customer C6218","Credit Card","7",NULL,"5236.14","4"
"627","2023-03-08","8","3","2023","1","Monitor","Electronics","Customer C5102","Credit Card","5",NULL,"287.20","2"
"718","2024-08-10","10","8","2024","3","Monitor","Electronics","Customer C4161","Credit Card","8",NULL,"3895.36","4"
"753","2023-04-05","5","4","2023","2","Monitor","Electronics","Customer C6028","Credit Card","6",NULL,"827.28","1"
"781","2024-12-31","31","12","2024","4","Monitor","Electronics","Customer C8940","Credit Card","7",NULL,"1192.73","3"
"788","2023-02-01","1","2","2023","1","Monitor","Electronics","Customer C6835","Credit Card","4",NULL,"56.84","3"
"826","2024-04-19","19","4","2024","2","Monitor","Electronics","Customer C5999","Credit Card","1",NULL,"438.65","4"
"847","2023-11-21","21","11","2023","4","Monitor","Electronics","Customer C7152","Credit Card","1",NULL,"139.83","5"
"855","2023-03-26","26","3","2023","1","Monitor","Electronics","Customer C1161","Credit Card","3",NULL,"385.56","3"
"934","2025-01-18","18","1","2025","1","Monitor","Electronics","Customer C7332","Credit Card","7",NULL,"1997.45","1"
"938","2024-09-06","6","9","2024","3","Monitor","Electronics","Customer C9505","Credit Card","2",NULL,"776.86","4"
"986","2025-01-10","10","1","2025","1","Monitor","Electronics","Customer C4863","Credit Card","7",NULL,"5368.93","4"
"1037","2025-06-19","19","6","2025","2","Monitor","Electronics","Customer C3231","Credit Card","1",NULL,"359.68","4"
"1063","2024-05-21","21","5","2024","2","Monitor","Electronics","Customer C8392","Credit Card","7",NULL,"5158.65","5"
"1146","2023-02-04","4","2","2023","1","Monitor","Electronics","Customer C9324","Credit Card","2",NULL,"688.42","4"
"1254","2024-08-06","6","8","2024","3","Monitor","Electronics","Customer C9401","Credit Card","1",NULL,"199.99","1"
"1290","2024-05-04","4","5","2024","2","Monitor","Electronics","Customer C3513","Credit Card","7",NULL,"4418.82","5"
"1358","2023-07-29","29","7","2023","3","Monitor","Electronics","Customer C6283","Credit Card","6",NULL,"3219.36","4"
"1398","2025-03-15","15","3","2025","1","Monitor","Electronics","Customer C2319","Credit Card","6",NULL,"471.12","2"
"1421","2025-01-16","16","1","2025","1","Monitor","Electronics","Customer C5311","Credit Card","8",NULL,"6346.88","3"
"1437","2024-10-31","31","10","2024","4","Monitor","Electronics","Customer C3459","Credit Card","4",NULL,"1834.80","1"
"1439","2025-04-18","18","4","2025","2","Monitor","Electronics","Customer C4933","Credit Card","3",NULL,"2185.47","3"
"1498","2024-10-07","7","10","2024","4","Monitor","Electronics","Customer C6802","Credit Card","8",NULL,"1036.56","5"
"1538","2024-09-08","8","9","2024","3","Monitor","Electronics","Customer C3976","Credit Card","1",NULL,"64.81","2"
"1587","2024-06-12","12","6","2024","2","Monitor","Electronics","Customer C7069","Credit Card","6",NULL,"2225.70","4"
"1602","2023-04-30","30","4","2023","2","Monitor","Electronics","Customer C7275","Credit Card","4",NULL,"2795.08","4"
"1612","2023-08-05","5","8","2023","3","Monitor","Electronics","Customer C8670","Credit Card","8",NULL,"1636.80","5"
"1627","2024-05-25","25","5","2024","2","Monitor","Electronics","Customer C1494","Credit Card","4",NULL,"804.32","3"
"1648","2025-01-16","16","1","2025","1","Monitor","Electronics","Customer C6093","Credit Card","7",NULL,"2846.76","5"
"1663","2024-01-23","23","1","2024","1","Monitor","Electronics","Customer C9172","Credit Card","4",NULL,"2773.28","5"
"1674","2023-05-23","23","5","2023","2","Monitor","Electronics","Customer C2929","Credit Card","4",NULL,"2873.96","2"
"1705","2024-09-29","29","9","2024","3","Monitor","Electronics","Customer C9792","Credit Card","8",NULL,"4710.72","3"
"1717","2024-09-04","4","9","2024","3","Monitor","Electronics","Customer C3216","Credit Card","1",NULL,"308.02","1"
"1718","2023-11-30","30","11","2023","4","Monitor","Electronics","Customer C1340","Credit Card","8",NULL,"658.32","4"
"1748","2024-07-02","2","7","2024","3","Monitor","Electronics","Customer C5889","Credit Card","2",NULL,"155.58","2"
"1779","2023-12-09","9","12","2023","4","Monitor","Electronics","Customer C3846","Credit Card","5",NULL,"635.85","5"
"20","2023-09-29","29","9","2023","3","Monitor","Electronics","Customer C8138","Cash","3",NULL,"584.43","5"
"65","2023-03-06","6","3","2023","1","Monitor","Electronics","Customer C8446","Cash","4",NULL,"550.04","4"
"68","2023-03-28","28","3","2023","1","Monitor","Electronics","Customer C2330","Cash","1",NULL,"724.47","5"
"150","2025-02-22","22","2","2025","1","Monitor","Electronics","Customer C7360","Cash","6",NULL,"1091.22","5"
"172","2025-01-06","6","1","2025","1","Monitor","Electronics","Customer C5412","Cash","6",NULL,"3993.72","3"
"237","2025-02-16","16","2","2025","1","Monitor","Electronics","Customer C1770","Cash","7",NULL,"1594.88","4"
"298","2023-04-12","12","4","2023","2","Monitor","Electronics","Customer C8966","Cash","5",NULL,"314.00","2"
"303","2023-12-04","4","12","2023","4","Monitor","Electronics","Customer C2312","Cash","6",NULL,"2772.00","3"
"352","2024-05-27","27","5","2024","2","Monitor","Electronics","Customer C9175","Cash","3",NULL,"1883.94","3"
"358","2023-05-21","21","5","2023","2","Monitor","Electronics","Customer C7291","Cash","4",NULL,"2782.28","3"
"369","2023-09-25","25","9","2023","3","Monitor","Electronics","Customer C8476","Cash","4",NULL,"2555.76","1"
"382","2023-03-01","1","3","2023","1","Monitor","Electronics","Customer C3214","Cash","3",NULL,"1349.79","4"
"448","2023-04-18","18","4","2023","2","Monitor","Electronics","Customer C2860","Cash","8",NULL,"1951.44","2"
"462","2024-12-12","12","12","2024","4","Monitor","Electronics","Customer C9034","Cash","1",NULL,"569.26","5"
"499","2024-06-26","26","6","2024","2","Monitor","Electronics","Customer C2379","Cash","1",NULL,"211.30","5"
"518","2025-05-13","13","5","2025","2","Monitor","Electronics","Customer C7510","Cash","1",NULL,"47.66","4"
"549","2024-09-24","24","9","2024","3","Monitor","Electronics","Customer C3663","Cash","8",NULL,"698.80","3"
"581","2024-12-27","27","12","2024","4","Monitor","Electronics","Customer C7413","Cash","6",NULL,"238.08","2"
"644","2024-03-10","10","3","2024","1","Monitor","Electronics","Customer C1232","Cash","6",NULL,"102.90","4"
"645","2024-05-18","18","5","2024","2","Monitor","Electronics","Customer C3714","Cash","8",NULL,"556.40","3"
"651","2023-01-01","1","1","2023","1","Monitor","Electronics","Customer C5481","Cash","4",NULL,"3028.92","5"
"696","2024-07-27","27","7","2024","3","Monitor","Electronics","Customer C9750","Cash","8",NULL,"2039.20","5"
"713","2024-03-03","3","3","2024","1","Monitor","Electronics","Customer C1180","Cash","3",NULL,"1371.78","2"
"747","2025-01-06","6","1","2025","1","Monitor","Electronics","Customer C3970","Cash","3",NULL,"1218.21","3"
"756","2023-05-12","12","5","2023","2","Monitor","Electronics","Customer C8618","Cash","6",NULL,"2568.96","3"
"770","2025-06-28","28","6","2025","2","Monitor","Electronics","Customer C6826","Cash","5",NULL,"1879.65","2"
"778","2023-02-28","28","2","2023","1","Monitor","Electronics","Customer C2967","Cash","8",NULL,"1180.80","4"
"799","2024-10-17","17","10","2024","4","Monitor","Electronics","Customer C8711","Cash","3",NULL,"1749.75","1"
"942","2024-06-19","19","6","2024","2","Monitor","Electronics","Customer C6165","Cash","3",NULL,"2350.95","2"
"989","2023-12-17","17","12","2023","4","Monitor","Electronics","Customer C1887","Cash","8",NULL,"4804.40","4"
"1105","2023-08-30","30","8","2023","3","Monitor","Electronics","Customer C8590","Cash","7",NULL,"2975.35","2"
"1113","2024-11-30","30","11","2024","4","Monitor","Electronics","Customer C3499","Cash","1",NULL,"308.30","1"
"1149","2025-01-23","23","1","2025","1","Monitor","Electronics","Customer C7210","Cash","7",NULL,"1638.91","3"
"1214","2024-01-02","2","1","2024","1","Monitor","Electronics","Customer C3577","Cash","7",NULL,"5233.20","2"
"1229","2023-10-22","22","10","2023","4","Monitor","Electronics","Customer C6730","Cash","8",NULL,"4441.44","2"
"1232","2024-10-31","31","10","2024","4","Monitor","Electronics","Customer C2143","Cash","7",NULL,"4575.48","5"
"1288","2025-01-12","12","1","2025","1","Monitor","Electronics","Customer C1254","Cash","2",NULL,"518.74","5"
"1296","2024-07-10","10","7","2024","3","Monitor","Electronics","Customer C7866","Cash","3",NULL,"435.39","3"
"1308","2024-09-02","2","9","2024","3","Monitor","Electronics","Customer C2422","Cash","7",NULL,"5017.88","2"
"1317","2024-09-12","12","9","2024","3","Monitor","Electronics","Customer C3073","Cash","1",NULL,"634.05","2"
"1326","2023-12-02","2","12","2023","4","Monitor","Electronics","Customer C9267","Cash","3",NULL,"1228.17","3"
"1337","2025-03-05","5","3","2025","1","Monitor","Electronics","Customer C5017","Cash","7",NULL,"4899.37","5"
"1349","2024-06-24","24","6","2024","2","Monitor","Electronics","Customer C3635","Cash","3",NULL,"583.89","1"
"1360","2023-08-09","9","8","2023","3","Monitor","Electronics","Customer C2935","Cash","3",NULL,"1939.95","4"
"1397","2024-05-13","13","5","2024","2","Monitor","Electronics","Customer C9157","Cash","3",NULL,"965.58","3"
"1415","2023-08-12","12","8","2023","3","Monitor","Electronics","Customer C1854","Cash","2",NULL,"452.06","5"
"1417","2025-06-20","20","6","2025","2","Monitor","Electronics","Customer C1736","Cash","4",NULL,"879.00","3"
"1456","2024-06-11","11","6","2024","2","Monitor","Electronics","Customer C3603","Cash","2",NULL,"711.94","3"
"1499","2024-12-30","30","12","2024","4","Monitor","Electronics","Customer C1742","Cash","7",NULL,"1322.23","3"
"1595","2023-08-31","31","8","2023","3","Monitor","Electronics","Customer C2346","Cash","1",NULL,"267.70","5"
"1614","2024-08-26","26","8","2024","3","Monitor","Electronics","Customer C1949","Cash","8",NULL,"2777.20","5"
"1615","2024-07-25","25","7","2024","3","Monitor","Electronics","Customer C7401","Cash","2",NULL,"1349.32","4"
"1723","2023-03-12","12","3","2023","1","Monitor","Electronics","Customer C1909","Cash","7",NULL,"1379.56","4"
"1756","2023-12-24","24","12","2023","4","Monitor","Electronics","Customer C6587","Cash","4",NULL,"1544.28","2"
"1777","2024-04-28","28","4","2024","2","Monitor","Electronics","Customer C2981","Cash","6",NULL,"4607.34","3"
"17","2023-09-06","6","9","2023","3","Phone","Office Supplies","Customer C8827","Online","5",NULL,"2337.55","2"
"79","2024-02-25","25","2","2024","1","Phone","Office Supplies","Customer C4760","Online","1",NULL,"566.54","2"
"84","2023-05-11","11","5","2023","2","Phone","Office Supplies","Customer C1895","Online","6",NULL,"4616.58","2"
"151","2023-03-31","31","3","2023","1","Phone","Office Supplies","Customer C5402","Online","7",NULL,"3511.76","5"
"164","2025-05-25","25","5","2025","2","Phone","Office Supplies","Customer C7304","Online","4",NULL,"2522.20","3"
"167","2023-03-20","20","3","2023","1","Phone","Office Supplies","Customer C2973","Online","6",NULL,"3221.82","3"
"189","2025-04-16","16","4","2025","2","Phone","Office Supplies","Customer C2593","Online","7",NULL,"4966.85","2"
"231","2025-04-10","10","4","2025","2","Phone","Office Supplies","Customer C1634","Online","8",NULL,"5717.04","5"
"286","2023-06-09","9","6","2023","2","Phone","Office Supplies","Customer C4133","Online","4",NULL,"3098.64","3"
"310","2024-05-20","20","5","2024","2","Phone","Office Supplies","Customer C5964","Online","8",NULL,"5143.28","2"
"444","2023-10-20","20","10","2023","4","Phone","Office Supplies","Customer C1036","Online","3",NULL,"664.92","2"
"468","2024-04-14","14","4","2024","2","Phone","Office Supplies","Customer C4333","Online","1",NULL,"348.09","5"
"489","2023-05-17","17","5","2023","2","Phone","Office Supplies","Customer C3364","Online","8",NULL,"2940.24","1"
"519","2025-02-19","19","2","2025","1","Phone","Office Supplies","Customer C5975","Online","8",NULL,"4678.64","3"
"622","2025-04-01","1","4","2025","2","Phone","Office Supplies","Customer C2873","Online","7",NULL,"1174.74","1"
"693","2023-08-16","16","8","2023","3","Phone","Office Supplies","Customer C7680","Online","7",NULL,"4613.77","2"
"724","2024-06-17","17","6","2024","2","Phone","Office Supplies","Customer C7009","Online","7",NULL,"4286.87","5"
"731","2023-03-20","20","3","2023","1","Phone","Office Supplies","Customer C5922","Online","7",NULL,"3485.72","5"
"751","2023-08-10","10","8","2023","3","Phone","Office Supplies","Customer C2378","Online","5",NULL,"1945.80","3"
"795","2025-05-22","22","5","2025","2","Phone","Office Supplies","Customer C9857","Online","4",NULL,"559.40","3"
"804","2024-06-16","16","6","2024","2","Phone","Office Supplies","Customer C4348","Online","7",NULL,"4904.69","2"
"857","2025-06-30","30","6","2025","2","Phone","Office Supplies","Customer C3460","Online","7",NULL,"3839.78","4"
"928","2025-06-19","19","6","2025","2","Phone","Office Supplies","Customer C4507","Online","8",NULL,"909.04","3"
"949","2025-02-13","13","2","2025","1","Phone","Office Supplies","Customer C4576","Online","7",NULL,"3752.91","1"
"970","2024-03-13","13","3","2024","1","Phone","Office Supplies","Customer C7838","Online","4",NULL,"3115.44","5"
"974","2025-03-23","23","3","2025","1","Phone","Office Supplies","Customer C5032","Online","4",NULL,"738.00","3"
"1096","2025-02-01","1","2","2025","1","Phone","Office Supplies","Customer C1661","Online","5",NULL,"2877.60","1"
"1147","2025-05-16","16","5","2025","2","Phone","Office Supplies","Customer C6174","Online","6",NULL,"3445.44","3"
"1158","2024-05-03","3","5","2024","2","Phone","Office Supplies","Customer C3726","Online","7",NULL,"2365.65","2"
"1213","2024-10-17","17","10","2024","4","Phone","Office Supplies","Customer C1088","Online","2",NULL,"958.22","4"
"1345","2024-03-27","27","3","2024","1","Phone","Office Supplies","Customer C5781","Online","4",NULL,"621.40","4"
"1416","2025-06-05","5","6","2025","2","Phone","Office Supplies","Customer C2782","Online","1",NULL,"522.43","3"
"1470","2024-03-18","18","3","2024","1","Phone","Office Supplies","Customer C8579","Online","2",NULL,"115.82","3"
"1502","2023-05-09","9","5","2023","2","Phone","Office Supplies","Customer C5845","Online","7",NULL,"3327.31","1"
"1521","2023-06-04","4","6","2023","2","Phone","Office Supplies","Customer C5760","Online","8",NULL,"5290.96","1"
"1557","2023-07-13","13","7","2023","3","Phone","Office Supplies","Customer C9617","Online","5",NULL,"2819.25","5"
"1591","2024-08-22","22","8","2024","3","Phone","Office Supplies","Customer C9336","Online","5",NULL,"2883.70","3"
"1592","2024-04-13","13","4","2024","2","Phone","Office Supplies","Customer C5623","Online","4",NULL,"358.20","5"
"1620","2024-06-13","13","6","2024","2","Phone","Office Supplies","Customer C2168","Online","1",NULL,"434.97","5"
"1742","2025-06-20","20","6","2025","2","Phone","Office Supplies","Customer C7672","Online","5",NULL,"3866.15","3"
"1768","2023-05-18","18","5","2023","2","Phone","Office Supplies","Customer C3696","Online","6",NULL,"3125.16","1"
"99","2023-04-29","29","4","2023","2","Phone","Office Supplies","Customer C2426","Gift Card","8",NULL,"5757.20","5"
"122","2024-06-27","27","6","2024","2","Phone","Office Supplies","Customer C3783","Gift Card","6",NULL,"1093.44","2"
"179","2025-06-27","27","6","2025","2","Phone","Office Supplies","Customer C4219","Gift Card","1",NULL,"469.68","1"
"203","2024-12-02","2","12","2024","4","Phone","Office Supplies","Customer C7784","Gift Card","1",NULL,"711.15","4"
"218","2023-05-23","23","5","2023","2","Phone","Office Supplies","Customer C6145","Gift Card","4",NULL,"1894.72","4"
"226","2024-09-05","5","9","2024","3","Phone","Office Supplies","Customer C9094","Gift Card","8",NULL,"2748.40","1"
"276","2023-08-03","3","8","2023","3","Phone","Office Supplies","Customer C8856","Gift Card","4",NULL,"862.44","1"
"295","2025-01-15","15","1","2025","1","Phone","Office Supplies","Customer C3288","Gift Card","4",NULL,"699.32","1"
"311","2024-12-17","17","12","2024","4","Phone","Office Supplies","Customer C2172","Gift Card","4",NULL,"65.92","5"
"318","2023-06-09","9","6","2023","2","Phone","Office Supplies","Customer C1645","Gift Card","8",NULL,"5421.44","2"
"386","2024-02-14","14","2","2024","1","Phone","Office Supplies","Customer C4272","Gift Card","3",NULL,"360.45","1"
"414","2025-05-23","23","5","2025","2","Phone","Office Supplies","Customer C4793","Gift Card","1",NULL,"77.64","4"
"438","2024-07-26","26","7","2024","3","Phone","Office Supplies","Customer C7185","Gift Card","3",NULL,"1550.19","5"
"466","2024-10-04","4","10","2024","4","Phone","Office Supplies","Customer C5535","Gift Card","7",NULL,"157.36","2"
"473","2023-08-19","19","8","2023","3","Phone","Office Supplies","Customer C1587","Gift Card","3",NULL,"1754.22","4"
"511","2025-06-06","6","6","2025","2","Phone","Office Supplies","Customer C2011","Gift Card","1",NULL,"580.53","2"
"535","2024-12-11","11","12","2024","4","Phone","Office Supplies","Customer C7243","Gift Card","8",NULL,"624.80","5"
"576","2024-08-02","2","8","2024","3","Phone","Office Supplies","Customer C9614","Gift Card","5",NULL,"3638.55","2"
"614","2023-02-14","14","2","2023","1","Phone","Office Supplies","Customer C5708","Gift Card","5",NULL,"2470.95","3"
"619","2024-05-01","1","5","2024","2","Phone","Office Supplies","Customer C7242","Gift Card","1",NULL,"50.19","4"
"649","2024-08-24","24","8","2024","3","Phone","Office Supplies","Customer C4118","Gift Card","5",NULL,"572.65","1"
"710","2024-11-09","9","11","2024","4","Phone","Office Supplies","Customer C9717","Gift Card","8",NULL,"1351.52","1"
"798","2023-02-19","19","2","2023","1","Phone","Office Supplies","Customer C7655","Gift Card","7",NULL,"2420.39","3"
"837","2024-05-12","12","5","2024","2","Phone","Office Supplies","Customer C1080","Gift Card","5",NULL,"1133.55","4"
"849","2024-03-12","12","3","2024","1","Phone","Office Supplies","Customer C5324","Gift Card","8",NULL,"5076.48","4"
"880","2024-12-06","6","12","2024","4","Phone","Office Supplies","Customer C6318","Gift Card","6",NULL,"2160.30","4"
"895","2024-11-15","15","11","2024","4","Phone","Office Supplies","Customer C9554","Gift Card","1",NULL,"441.82","4"
"899","2024-03-15","15","3","2024","1","Phone","Office Supplies","Customer C3141","Gift Card","1",NULL,"343.27","3"
"913","2024-09-30","30","9","2024","3","Phone","Office Supplies","Customer C8741","Gift Card","6",NULL,"1296.60","3"
"956","2023-03-19","19","3","2023","1","Phone","Office Supplies","Customer C9163","Gift Card","6",NULL,"2650.14","3"
"1026","2025-06-05","5","6","2025","2","Phone","Office Supplies","Customer C8283","Gift Card","5",NULL,"1438.30","3"
"1038","2024-04-27","27","4","2024","2","Phone","Office Supplies","Customer C8366","Gift Card","1",NULL,"750.46","2"
"1108","2024-11-02","2","11","2024","4","Phone","Office Supplies","Customer C5612","Gift Card","7",NULL,"2834.23","5"
"1139","2023-12-20","20","12","2023","4","Phone","Office Supplies","Customer C1267","Gift Card","5",NULL,"1504.00","3"
"1142","2023-10-07","7","10","2023","4","Phone","Office Supplies","Customer C3509","Gift Card","1",NULL,"86.51","2"
"1143","2023-05-01","1","5","2023","2","Phone","Office Supplies","Customer C6408","Gift Card","6",NULL,"3498.60","1"
"1165","2024-04-01","1","4","2024","2","Phone","Office Supplies","Customer C5083","Gift Card","6",NULL,"2399.58","1"
"1210","2023-05-16","16","5","2023","2","Phone","Office Supplies","Customer C5111","Gift Card","2",NULL,"293.96","4"
"1230","2025-02-03","3","2","2025","1","Phone","Office Supplies","Customer C5809","Gift Card","5",NULL,"469.50","3"
"1233","2025-05-29","29","5","2025","2","Phone","Office Supplies","Customer C1885","Gift Card","1",NULL,"83.94","5"
"1294","2025-05-25","25","5","2025","2","Phone","Office Supplies","Customer C9275","Gift Card","4",NULL,"600.52","2"
"1301","2023-06-28","28","6","2023","2","Phone","Office Supplies","Customer C1486","Gift Card","1",NULL,"391.35","5"
"1329","2023-07-29","29","7","2023","3","Phone","Office Supplies","Customer C1889","Gift Card","6",NULL,"2472.96","3"
"1376","2024-09-12","12","9","2024","3","Phone","Office Supplies","Customer C7884","Gift Card","1",NULL,"417.04","3"
